date,season,home_team,away_team,home_pts,away_pts,home_diff,arena,lat,lon,capacity,team_key,elo_home_pre,elo_away_pre,elo_delta_pre,elo_exp_home_win,expected_margin_neutral,residual_margin
2021-11-04,2021,Detroit Pistons,Philadelphia 76ers,98,109,-11,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1430.538787176211,1551.639976802654,-121.1011896264431,0.3324522938510519,-3.55,-7.45
2021-11-04,2021,Atlanta Hawks,Utah Jazz,98,116,-18,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1496.3509463155378,1561.4486875954692,-65.09774127993137,0.4073979260863808,-1.14,-16.86
2021-11-05,2021,Milwaukee Bucks,New York Knicks,98,113,-15,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1501.993569857413,1513.8897778302019,-11.896207972788943,0.4828866677916913,1.16,-16.16
2021-11-05,2021,Toronto Raptors,Cleveland Cavaliers,101,102,-1,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1537.8548001490517,1500.9641317617259,36.89066838732583,0.5528913201536851,3.27,-4.27
2021-11-05,2021,Orlando Magic,San Antonio Spurs,89,102,-13,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1445.805583841929,1480.5417045169677,-34.73612067503859,0.45017660034580864,0.18,-13.18
2021-11-05,2021,Washington Wizards,Memphis Grizzlies,115,87,28,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1510.5316252807663,1500.6015208676363,9.930104413130039,0.5142866790334485,2.11,25.89
2021-11-05,2021,Detroit Pistons,Brooklyn Nets,90,96,-6,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1423.8639450221535,1516.2821287569745,-92.41818373482101,0.3700501140015186,-2.32,-3.68
2021-11-05,2021,Minnesota Timberwolves,LA Clippers,84,104,-20,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1485.105834249965,1500.5562450651123,-15.45041081514728,0.47777971692948795,1.01,-21.01
2021-11-05,2021,Golden State Warriors,New Orleans Pelicans,126,85,41,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1553.7600192223233,1436.8197629177164,116.94025630460692,0.6622108727821959,6.73,34.27
2021-11-05,2021,Portland Trail Blazers,Indiana Pacers,110,106,4,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1497.7968112847634,1491.8006076750971,5.996203609666281,0.5086283740042328,1.94,2.06
2021-11-05,2021,Sacramento Kings,Charlotte Hornets,140,110,30,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1493.4500147743152,1500.2772466530478,-6.8272318787326185,0.49017608795504203,1.38,28.62
2021-11-06,2021,Phoenix Suns,Atlanta Hawks,121,117,4,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1502.8247049559802,1484.5554841194337,18.269220836546538,0.5262673171802235,2.47,1.53
2021-11-06,2021,Miami Heat,Utah Jazz,118,115,3,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1561.4876716009592,1573.2441497915734,-11.756478190614189,0.4830875222999015,1.17,1.83
2021-11-06,2021,Dallas Mavericks,Boston Celtics,107,104,3,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1486.4629187955345,1498.4132335756594,-11.950314780124927,0.4828088934690772,1.16,1.84
2021-11-06,2021,Chicago Bulls,Philadelphia 76ers,105,114,-9,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1545.829635590522,1558.3148189567114,-12.485183366189403,0.48204010693328625,1.14,-10.14
2021-11-06,2021,Denver Nuggets,Houston Rockets,95,94,1,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1508.4903435694314,1444.5479024993235,63.94244107010786,0.5909955082928153,4.44,-3.44
2021-11-06,2021,Portland Trail Blazers,Los Angeles Lakers,105,90,15,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1503.9823698808593,1502.9484556431812,1.0339142376781183,0.5014879178022879,1.72,13.28
2021-11-07,2021,Golden State Warriors,Houston Rockets,120,107,13,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1570.7634680678516,1441.4024837225677,129.3609843452839,0.6780143962485097,7.26,5.74
2021-11-07,2021,Oklahoma City Thunder,San Antonio Spurs,99,94,5,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1440.9853511745298,1491.2752626789074,-50.28991150437764,0.42812823808391987,-0.5,5.5
2021-11-07,2021,Washington Wizards,Milwaukee Bucks,101,94,7,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1530.5764222540547,1489.1134967220808,41.46292553197395,0.559388277579741,3.47,3.53
2021-11-07,2021,Orlando Magic,Utah Jazz,107,100,7,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1435.0720256799893,1567.5182832921003,-132.4462576121109,0.318120666636273,-4.04,11.04
2021-11-07,2021,LA Clippers,Charlotte Hornets,120,106,14,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1516.0174590809488,1478.103733069661,37.913726011287736,0.5543466859218857,3.31,10.69
2021-11-07,2021,Toronto Raptors,Brooklyn Nets,103,116,-13,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1533.5134495638881,1521.6111256729907,11.902323890897378,0.5171221234060164,2.19,-15.19
2021-11-07,2021,Sacramento Kings,Indiana Pacers,91,94,-3,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1515.6235283577018,1485.6150490790012,30.008479278700634,0.5430786041294825,2.97,-5.97
2021-11-07,2021,New York Knicks,Cleveland Cavaliers,109,126,-17,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1526.769850965534,1505.3054823468894,21.464368618644585,0.5308504705283843,2.6,-19.6
2021-11-08,2021,Philadelphia 76ers,New York Knicks,96,103,-7,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1567.6062076014061,1511.4811440825788,56.125063518827346,0.5800751351626181,4.1,-11.1
2021-11-08,2021,Los Angeles Lakers,Charlotte Hornets,126,123,3,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1489.5361526834415,1466.9774974912425,22.558655192199012,0.5324189702068662,2.65,0.35
2021-11-08,2021,Chicago Bulls,Brooklyn Nets,118,95,23,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1536.5382469458273,1534.1639690268778,2.374277918949474,0.5034168074014027,1.78,21.22
2021-11-08,2021,Sacramento Kings,Phoenix Suns,104,109,-5,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1509.6935980121755,1508.730509534575,0.9630884776004223,0.5013859921823912,1.72,-6.72
2021-11-08,2021,Denver Nuggets,Miami Heat,113,96,17,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1511.6357623461872,1567.2135381004323,-55.57777575424507,0.4206924675347916,-0.72,17.72
2021-11-08,2021,Memphis Grizzlies,Minnesota Timberwolves,125,118,7,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1480.556723894348,1469.6446202341285,10.912103660219373,0.5156986179651901,2.15,4.85
2021-11-08,2021,Dallas Mavericks,New Orleans Pelicans,108,92,16,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1492.1909917093126,1419.816314072188,72.37467763712448,0.6026746744700828,4.8,11.2
2021-11-08,2021,Golden State Warriors,Atlanta Hawks,127,113,14,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1577.9139159938065,1478.6496795408389,99.26423645296768,0.6390886640629414,5.96,8.04
2021-11-09,2021,Philadelphia 76ers,Milwaukee Bucks,109,118,-9,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1558.2655332381323,1481.9379854774556,76.32754776067668,0.6081104970377726,4.97,-13.97
2021-11-09,2021,Utah Jazz,Atlanta Hawks,110,98,12,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1557.1444798243679,1470.048829089255,87.09565073511294,0.6227795566575074,5.44,6.56
2021-11-09,2021,LA Clippers,Portland Trail Blazers,117,109,8,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1527.1436946593674,1517.394672840599,9.74902181876837,0.5140262891401682,2.1,5.9
2021-11-10,2021,Los Angeles Lakers,Miami Heat,120,117,3,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1494.6716064011837,1550.9651917252384,-56.293585324054675,0.41968858107786944,-0.76,3.76
2021-11-10,2021,Golden State Warriors,Minnesota Timberwolves,123,110,13,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1586.5147664453905,1461.5665125148635,124.94825393052702,0.6724440359978299,7.07,5.93
2021-11-10,2021,Phoenix Suns,Portland Trail Blazers,119,109,10,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1515.781959617359,1508.6383525281035,7.143607089255511,0.5102790285408941,1.99,8.01
2021-11-10,2021,Memphis Grizzlies,Charlotte Hornets,108,118,-10,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1488.634831613613,1461.8420437735003,26.792787840112624,0.5384816697875446,2.83,-12.83
2021-11-10,2021,Denver Nuggets,Indiana Pacers,101,98,3,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1527.8841087213812,1491.5449794245276,36.33912929685357,0.5521063422367137,3.25,-0.25
2021-11-10,2021,New Orleans Pelicans,Oklahoma City Thunder,100,108,-8,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1409.2560847409638,1448.7230031870504,-39.46691844608654,0.44344558543457835,-0.03,-7.97
2021-11-10,2021,Chicago Bulls,Dallas Mavericks,117,107,10,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1554.4490599925543,1502.7512210405368,51.69783895201749,0.5738549012163201,3.91,6.09
2021-11-10,2021,New York Knicks,Milwaukee Bucks,100,112,-12,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1520.8218184458526,1493.0951914920136,27.72662695383906,0.5398173323742437,2.87,-14.87
2021-11-10,2021,Orlando Magic,Brooklyn Nets,90,123,-33,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1445.4458291477217,1516.2531559801507,-70.807326832429,0.3994877983330918,-1.38,-31.62
2021-11-10,2021,Cleveland Cavaliers,Washington Wizards,92,97,-5,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1520.5941892298447,1537.7519334986798,-17.15774426883513,0.47532807430312524,0.94,-5.94
2021-11-10,2021,Boston Celtics,Toronto Raptors,104,88,16,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1492.6851606618814,1520.960606210001,-28.275445548119706,0.45939796228669466,0.46,15.54
2021-11-10,2021,Houston Rockets,Detroit Pistons,104,112,-8,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1434.2520357966127,1418.5349481061373,15.71708769047541,0.5226032908548146,2.36,-10.36
2021-11-10,2021,San Antonio Spurs,Sacramento Kings,136,117,19,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1483.5376106663869,1502.6421479293915,-19.10453726300466,0.47253403726317267,0.85,18.15
2021-11-11,2021,LA Clippers,Miami Heat,112,109,3,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1535.900014971863,1544.75621448717,-8.856199515307026,0.4872576640420885,1.29,1.71
2021-11-11,2021,Utah Jazz,Indiana Pacers,100,111,-11,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1565.35148103585,1486.6784519708867,78.6730290649632,0.6113233714543332,5.08,-16.08
2021-11-11,2021,Philadelphia 76ers,Toronto Raptors,109,115,-6,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1547.1083272235744,1506.0966349203036,41.01169230327082,0.5587479636715545,3.45,-9.45
2021-11-12,2021,San Antonio Spurs,Dallas Mavericks,109,123,-14,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1499.9629342141761,1494.2578374034947,5.705096810681425,0.508209556443993,1.92,-15.92
2021-11-12,2021,Golden State Warriors,Chicago Bulls,119,93,26,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1593.8122628361218,1562.9424436295965,30.869819206525335,0.5443087052722881,3.01,22.99
2021-11-12,2021,Oklahoma City Thunder,Sacramento Kings,105,103,2,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1456.5289039273603,1486.2168243816022,-29.687920454241976,0.4573793289570974,0.39,1.61
2021-11-12,2021,Denver Nuggets,Atlanta Hawks,105,96,9,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1532.750636175022,1461.8418278777729,70.90880829724915,0.6006523352633494,4.74,4.26
2021-11-12,2021,New Orleans Pelicans,Brooklyn Nets,112,120,-8,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1401.450184000654,1533.9780968710638,-132.52791287040986,0.31801871313821445,-4.05,-3.95
2021-11-12,2021,Los Angeles Lakers,Minnesota Timberwolves,83,107,-24,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1500.880583639252,1454.2690161241321,46.61156751511999,0.566679868842287,3.69,-27.69
2021-11-12,2021,Memphis Grizzlies,Phoenix Suns,94,119,-25,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1477.693153596694,1525.888377189466,-48.19522359277198,0.4310829750025794,-0.41,-24.59
2021-11-12,2021,Boston Celtics,Milwaukee Bucks,122,113,9,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1507.5491319515788,1505.385439082032,2.1636928695468214,0.5031137640883083,1.77,7.23
2021-11-12,2021,Houston Rockets,Portland Trail Blazers,92,104,-12,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1424.8801197339774,1498.5319349559966,-73.6518152220192,0.3955662158516676,-1.51,-10.49
2021-11-12,2021,Cleveland Cavaliers,Detroit Pistons,98,78,20,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1513.9946514628261,1427.9068641687727,86.08778729405344,0.6214156168263469,5.4,14.6
2021-11-12,2021,Charlotte Hornets,New York Knicks,104,96,8,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1472.7837217904193,1508.5315708558342,-35.74784906541481,0.448735485666205,0.13,7.87
2021-11-13,2021,New Orleans Pelicans,Memphis Grizzlies,112,101,11,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1396.228967991942,1461.7774429541917,-65.54847496224966,0.4067716683366694,-1.16,12.16
2021-11-13,2021,Orlando Magic,Washington Wizards,92,104,-12,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1427.7208882568086,1544.3514712656984,-116.63058300888974,0.3381879931196602,-3.36,-8.64
2021-11-13,2021,Indiana Pacers,Philadelphia 76ers,118,113,5,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1499.3442936209951,1538.7415437354641,-39.39725011446899,0.4435445657696985,-0.03,5.03
2021-11-13,2021,Cleveland Cavaliers,Boston Celtics,91,89,2,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1525.5981436697066,1517.205628769929,8.392514899777552,0.5120754512573885,2.04,-0.04
2021-11-13,2021,Toronto Raptors,Detroit Pistons,121,127,-6,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1514.4634184084139,1416.3033719618923,98.16004644652162,0.6376212799793116,5.92,-11.92
2021-11-13,2021,Utah Jazz,Miami Heat,105,111,-6,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1552.6856393857415,1539.0634554659625,13.62218391977899,0.5195938593172382,2.26,-8.26
2021-11-13,2021,LA Clippers,Minnesota Timberwolves,129,102,27,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1541.5927739930703,1474.6158879627467,66.97688603032361,0.5952109825398243,4.57,22.43
2021-11-14,2021,LA Clippers,Chicago Bulls,90,100,-10,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1557.1605407849047,1545.4051374965568,11.755403288347907,0.5169109325610887,2.18,-12.18
2021-11-14,2021,Denver Nuggets,Portland Trail Blazers,124,95,29,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1540.1076581804177,1507.225485544344,32.88217263607362,0.547180466046775,3.1,25.9
2021-11-14,2021,Atlanta Hawks,Milwaukee Bucks,120,100,20,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1454.4848058723771,1495.7289422636818,-41.244136391304664,0.44092216643838406,-0.11,20.11
2021-11-14,2021,Charlotte Hornets,Golden State Warriors,106,102,4,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1482.5156102833985,1611.3495689691615,-128.83395868576304,0.32264827343578983,-3.89,7.89
2021-11-14,2021,Houston Rockets,Phoenix Suns,89,115,-26,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1416.1865691456298,1541.8040878319682,-125.61751868633837,0.3267079435193765,-3.75,-22.25
2021-11-14,2021,Oklahoma City Thunder,Brooklyn Nets,96,120,-24,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1461.6509916538148,1539.1993128797758,-77.54832122596099,0.3902160816240007,-1.67,-22.33
2021-11-14,2021,Los Angeles Lakers,San Antonio Spurs,114,106,8,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1480.5337118006375,1486.9494660884127,-6.415754287775144,0.4907680367098564,1.4,6.6
2021-11-15,2021,Dallas Mavericks,Denver Nuggets,111,101,10,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1507.2713055292581,1558.9327503512347,-51.6614448219766,0.42619633220412295,-0.56,10.56
2021-11-15,2021,Los Angeles Lakers,Chicago Bulls,103,121,-18,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1489.7334437900563,1556.0336863091056,-66.30024251904933,0.4057278233727107,-1.19,-16.81
2021-11-15,2021,Portland Trail Blazers,Toronto Raptors,118,113,5,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1488.400393373527,1505.3203050727873,-16.919911699260183,0.47566952100300464,0.95,4.05
2021-11-15,2021,Washington Wizards,New Orleans Pelicans,105,100,5,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1551.5502496136871,1408.642523839351,142.9077257743361,0.6947970869459487,7.85,-2.85
2021-11-15,2021,Detroit Pistons,Sacramento Kings,107,129,-22,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1425.4464852975188,1481.0947366551477,-55.64825135762885,0.42059359983438666,-0.73,-21.27
2021-11-15,2021,Atlanta Hawks,Orlando Magic,129,111,18,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1472.215466827105,1420.5221099088199,51.69335691828519,0.5738485917701601,3.91,14.09
2021-11-15,2021,New York Knicks,Indiana Pacers,92,84,8,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1498.799682362855,1506.9369611498917,-8.137278787036621,0.4882916552405265,1.33,6.67
2021-11-15,2021,Minnesota Timberwolves,Phoenix Suns,96,99,-3,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1459.0481211709123,1553.511452320587,-94.46333114967479,0.3673099412610447,-2.4,-0.6
2021-11-15,2021,Memphis Grizzlies,Houston Rockets,136,102,34,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1449.3638871067826,1404.479204657011,44.88468244977162,0.5642372811214111,3.62,30.38
2021-11-15,2021,Cleveland Cavaliers,Boston Celtics,92,98,-6,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1530.2818676290512,1512.5219048105844,17.759962818466875,0.5255364028901796,2.44,-8.44
2021-11-15,2021,Oklahoma City Thunder,Miami Heat,90,103,-13,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1447.966628769466,1547.0125840288451,-99.04595525937907,0.36120121009843853,-2.6,-10.4
2021-11-16,2021,Brooklyn Nets,Golden State Warriors,99,117,-18,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1552.8836757641245,1603.582459099079,-50.69878333495444,0.427552079875152,-0.51,-17.49
2021-11-16,2021,LA Clippers,San Antonio Spurs,106,92,14,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1546.5319919723559,1477.749734098994,68.78225787336191,0.5977124139479327,4.65,9.35
2021-11-16,2021,Utah Jazz,Philadelphia 76ers,120,85,35,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1544.736510822859,1531.1488762065676,13.587634616291325,0.5195442150340124,2.26,32.74
